File,Subject Class URI,Subject Class Name,Predicate,Object Class URI,Object Class Name
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/ChemicalSubstance,chemical substance,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/UnunquadiumAtom,ununquadium atom,subClassOf,http://semanticscience.org/resource/Atom,atom,An atom is composed of a core of protons and/or neutrons which may be surrounded by a cloud of electrons.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_706cac26_78f1_5ca4_a63c_2600828db412,TennessineAtom,subClassOf,https://w3id.org/emmo#EMMO_eb77076b_a104_42ac_a065_798b2d2809ad,ChemicalElement,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Pleasure,pleasure,subClassOf,http://semanticscience.org/resource/Happiness,happiness,happiness is an emotion characterized by positive or pleasant emotions ranging from contentment to intense joy.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/CollectionOf3dMolecularStructureModels,collection of 3d molecular structure models,subClassOf,http://semanticscience.org/resource/Collection,collection,"A collection is a set for which there exists at least one member, although any member need not to exist at any point in the collection's existence."
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/BariumAtom,barium atom,subClassOf,http://semanticscience.org/resource/Atom,atom,An atom is composed of a core of protons and/or neutrons which may be surrounded by a cloud of electrons.
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/DMA_Mode,Dynamic Mechanical Analysis,subClassOf,http://materialsmine.org/ns/DynamicProperties,,
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/DMA_Mode,Dynamic Mechanical Analysis,subClassOf,obo:ID_0000061,,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/SphericalCoordinateSystem,spherical coordinate system,subClassOf,http://semanticscience.org/resource/CoordinateSystem,coordinate system,"A coordinate system is a specification for spatial location that uses a set of numbers, or coordinates, to uniquely determine the position of a point or other geometric element."
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/FlexuralCreep,Flexural Creep,subClassOf,http://materialsmine.org/ns/Creep,Creep,creep is the tendency of material to move slowly or deform permanently under the influence of mechanical stresses
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_41dba862_503f_57c2_86c7_bb40030481f0,ArsenicAtom,subClassOf,https://w3id.org/emmo#EMMO_eb77076b_a104_42ac_a065_798b2d2809ad,ChemicalElement,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/ScientificName,scientific name,subClassOf,http://semanticscience.org/resource/Name,name,A name is a label used to identify an entity.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#SquarePascalPerSquareSecond,Square pascal per square second,subClassOf,https://w3id.org/emmo#EMMO_1273eb34_de48_43a9_925f_104110469dd2,SICoherentDerivedUnit,This class collects all units that are products or powers of SI base or SI special units only.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#SquarePascalPerSquareSecond,Square pascal per square second,subClassOf,https://w3id.org/emmo#EMMO_ffbacbc4_c3be_4cc5_9539_94344e72f7a6,SquarePressurePerSquareTimeUnit,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/ToBeModified,to be modified,subClassOf,http://semanticscience.org/resource/ToBeActivelyInteractedWith,to be actively interacted with,to be actively interacted with is the capability to be manipulated by some device or agent.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Gene-diseaseBiomarkerAssociation,gene-disease biomarker association,subClassOf,http://semanticscience.org/resource/Gene-diseaseAssociation,gene-disease association,A gene-disease association is an association between a gene and a disease.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/PH,pH,subClassOf,http://semanticscience.org/resource/DimensionlessQuantity,dimensionless quantity,A dimensionless quantity is a quantity that has no associated unit.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_cff5ef70_96eb_4ea3_9bea_fe1fbe6177be,QualityFactor,subClassOf,https://w3id.org/emmo#EMMO_3b1b64d1_60c9_4689_a300_eb9cd56e368b,AtomicAndNuclearPhysicsQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_cff5ef70_96eb_4ea3_9bea_fe1fbe6177be,QualityFactor,subClassOf,https://w3id.org/emmo#EMMO_a66427d1_9932_4363_9ec5_7d91f2bfda1e,ISQDimensionlessQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_930ce8d9_6cde_4ef9_9cb2_a98a63852b96,AngularMeasure,subClassOf,https://w3id.org/emmo#EMMO_a242d3e9_c6d3_411e_a667_71ffbc248a1a,SpaceAndTimeQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_930ce8d9_6cde_4ef9_9cb2_a98a63852b96,AngularMeasure,subClassOf,https://w3id.org/emmo#EMMO_a66427d1_9932_4363_9ec5_7d91f2bfda1e,ISQDimensionlessQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_dfd22e00_993b_40cc_a4ad_1134c1e3007a,AngularDisplacement,subClassOf,https://w3id.org/emmo#EMMO_a242d3e9_c6d3_411e_a667_71ffbc248a1a,SpaceAndTimeQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_dfd22e00_993b_40cc_a4ad_1134c1e3007a,AngularDisplacement,subClassOf,https://w3id.org/emmo#EMMO_f3dd74c0_f480_49e8_9764_33b78638c235,PlaneAngle,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#Minute,Minute,subClassOf,https://w3id.org/emmo#EMMO_02e894c3_b793_4197_b120_3442e08f58d1,TimeUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#Minute,Minute,subClassOf,https://w3id.org/emmo#EMMO_3ee80521_3c23_4dd1_935d_9d522614a3e2,SpecialUnit,Special units are semiotic shortcuts to more complex composed symbolic objects.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#MetrePerKelvin,Metre per Kelvin,subClassOf,https://w3id.org/emmo#EMMO_1273eb34_de48_43a9_925f_104110469dd2,SICoherentDerivedUnit,This class collects all units that are products or powers of SI base or SI special units only.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#MetrePerKelvin,Metre per Kelvin,subClassOf,https://w3id.org/emmo#EMMO_793f3567_b351_42ef_a1d4_5111d53999c4,LengthPerTemperatureUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_523f4260_31df_4967_84a6_218fd7d503b1,QuantumAnnihilation,subClassOf,https://w3id.org/emmo#EMMO_1f2bfb9f_ecc6_46a0_9e41_2d6fcbf59e4b,CausalCollapse,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Likelihood,likelihood,subClassOf,http://semanticscience.org/resource/Quantity,Amount,A quantity is an informational entity that gives the magnitude of a property.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_1db22203_95cb_46e2_ad94_14367a93d1dc,MassicVolume,subClassOf,https://w3id.org/emmo#EMMO_2946d40b_24a1_47fa_8176_e3f79bb45064,ISQDerivedQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_1db22203_95cb_46e2_ad94_14367a93d1dc,MassicVolume,subClassOf,https://w3id.org/emmo#EMMO_be76ad52_2e29_4202_be6f_0a15eb9c1817,MechanicalQuantity,
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/PlaneStress,Plane Stress,subClassOf,http://materialsmine.org/ns/Stress,Stress,"When a material is loaded with a force, it produces a stress, which then causes a material to deform. "
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_66e91d9a_05c1_4906_9731_3f4d8c4f3fd8,TemperatureAreaPerMassTimeUnit,subClassOf,https://w3id.org/emmo#EMMO_9895a1b4_f0a5_4167_ac5e_97db40b8bfcc,SIDimensionalUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_66e91d9a_05c1_4906_9731_3f4d8c4f3fd8,TemperatureAreaPerMassTimeUnit,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_1a179ce4_3724_47f8_bee5_6292e3ac9942,ElectricDipoleMoment,subClassOf,https://w3id.org/emmo#EMMO_2946d40b_24a1_47fa_8176_e3f79bb45064,ISQDerivedQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_1a179ce4_3724_47f8_bee5_6292e3ac9942,ElectricDipoleMoment,subClassOf,https://w3id.org/emmo#EMMO_af794e9d_dc7d_4756_83e1_2cd0e2ec864e,ElectromagneticQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_5d61057e_d7f1_43e4_98fa_ae04e0cb470a,EnergyDistributionOfCrossSection,subClassOf,https://w3id.org/emmo#EMMO_2946d40b_24a1_47fa_8176_e3f79bb45064,ISQDerivedQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_5d61057e_d7f1_43e4_98fa_ae04e0cb470a,EnergyDistributionOfCrossSection,subClassOf,https://w3id.org/emmo#EMMO_3b1b64d1_60c9_4689_a300_eb9cd56e368b,AtomicAndNuclearPhysicsQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_f94e509a_be29_4365_a4cd_70165e47e232,Modeller,subClassOf,https://w3id.org/emmo#EMMO_4a1c73f1_b6f5_4d10_a3a6_5de90bac7cd0,Estimator,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/NucleotideResidue,nucleotide residue,subClassOf,http://semanticscience.org/resource/NucleicAcidPart,nucleic acid part,A nucleic acid part is a component of a nucleic acid.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_91579f8a_e3b1_5ac9_9533_402c8cb1ffdd,MagnesiumSymbol,subClassOf,https://w3id.org/emmo#EMMO_4f40def1_3cd7_4067_9596_541e9a5134cf,ChemicalElement,"The IUPAC Gold Book defines the a chemical element both as:
- a species of atoms; all atoms with the same number of protons in the atomic nucleus
-  a pure chemical substance composed of atoms with the same number of protons in the atomic nucleus

This qualifies a chemical element as a name and not a matter obejct that can stand for an atom or a substance."
../Ontologies/materialsmine_converted.ttl,http://purl.org/ontology/bibo/Slideshow,Slideshow,subClassOf,http://purl.org/ontology/bibo/Document,Document,"A document (noun) is a bounded physical representation of body of information designed with the capacity (and usually intent) to communicate. A document may manifest symbolic, diagrammatic or sensory-representational information."
../Ontologies/materialsmine_converted.ttl,http://purl.org/ontology/bibo/Slideshow,Slideshow,subClassOf,http://xmlns.com/foaf/0.1/Document,,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/Length,Length,subClassOf,https://w3id.org/pmd/co/ValueObject,Value Object,"A :ValueObject is a simple entity which represents a specific value. This value can be a numerical, textual, or a more complex data structure. If a literal value is to be specified, the :value datatype property has to be used. In cases where the value is represented by a resource (e.g. URI), the :resource object property has to be used.

A value object, respectively its value, is always associated with an entity of type :Process, :ProcessingNode, or :Object (e.g. :Specimen). The value is meant to be a charactaristic of the associated entity. To express this association it is indended to use the :participant object property.

A value object might also refer to a certain unit. The :unit property might be used (e.g. with QUDT ontology).

Instances of a value object might be specified as a specific Parameter, namely a SetPoint (nominal value), or Measurement. With :Setpoint the intend is to express, that the value is meant to be some preset, setting or nominal value. :Measurement expresses, that the value has been measured or determined somehow (see example).

Instances of a value object might also be specified in a specific DataScope (:Metadata, :PrimaryData, :SecondaryData)."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_ac19c801_bead_4730_8b8c_50020eec45ec,SIAcceptedDerivedUnit,subClassOf,https://w3id.org/emmo#EMMO_08b308d4_31cd_4779_a784_aa92fc730f39,DerivedUnit,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/ToContain,to contain,subClassOf,http://semanticscience.org/resource/ToChangeSpatially,to change spatially,to change spatially is the capability to affect the physical movement of some entity.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/MovementEquation,movement equation,subClassOf,http://semanticscience.org/resource/Equation,equation,An equation is a mathematical statement that asserts the equality of two expressions.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/BioinformaticData,bioinformatic data,subClassOf,http://semanticscience.org/resource/BiologicalData,biological data,biological data is scientific data relevant to biology.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/DiameterAfterFracture,Diameter After Fracture,subClassOf,https://w3id.org/pmd/co/Diameter,Diameter,The length of a straight line through the center of an object or space.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_931a725b_926d_4f60_8955_61fe17fce98b,DiffusionCoefficient,subClassOf,https://w3id.org/emmo#EMMO_2946d40b_24a1_47fa_8176_e3f79bb45064,ISQDerivedQuantity,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/IncreasedMolecularProductionFromIncreasedRegulation,increased molecular production from increased regulation,subClassOf,http://semanticscience.org/resource/RegulationOfMolecularProduction,regulation of molecular production,"A process that modulates the frequency, rate or extent of process involved in the production of a molecule."
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/CompressiveCreep,Compressive Creep,subClassOf,http://materialsmine.org/ns/Creep,Creep,creep is the tendency of material to move slowly or deform permanently under the influence of mechanical stresses
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#Neper,Neper,subClassOf,https://w3id.org/emmo#EMMO_3ee80521_3c23_4dd1_935d_9d522614a3e2,SpecialUnit,Special units are semiotic shortcuts to more complex composed symbolic objects.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#Neper,Neper,subClassOf,https://w3id.org/emmo#EMMO_972e01b0_b017_4903_8c05_b7edda958723,LogarithmicUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/Weight,Gewicht,subClassOf,https://w3id.org/pmd/co/ValueObject,Value Object,"A :ValueObject is a simple entity which represents a specific value. This value can be a numerical, textual, or a more complex data structure. If a literal value is to be specified, the :value datatype property has to be used. In cases where the value is represented by a resource (e.g. URI), the :resource object property has to be used.

A value object, respectively its value, is always associated with an entity of type :Process, :ProcessingNode, or :Object (e.g. :Specimen). The value is meant to be a charactaristic of the associated entity. To express this association it is indended to use the :participant object property.

A value object might also refer to a certain unit. The :unit property might be used (e.g. with QUDT ontology).

Instances of a value object might be specified as a specific Parameter, namely a SetPoint (nominal value), or Measurement. With :Setpoint the intend is to express, that the value is meant to be some preset, setting or nominal value. :Measurement expresses, that the value has been measured or determined somehow (see example).

Instances of a value object might also be specified in a specific DataScope (:Metadata, :PrimaryData, :SecondaryData)."
